Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
disney world packages,0.96,165000,-,135000,1.73,-,-,-,135000,135000,135000,165000,201000,246000,135000,135000,110000,90500,110000,135000
las vegas strip map,0.29,135000,-,110000,0.83,-,-,-,135000,110000,110000,135000,135000,165000,90500,90500,90500,110000,110000,110000
cayman islands,0.51,450000,-,246000,1.48,-,-,-,246000,246000,246000,301000,301000,368000,246000,246000,201000,201000,201000,201000
taca,0.45,1220000,-,165000,0.3,-,-,-,165000,165000,165000,201000,165000,201000,135000,165000,135000,135000,110000,110000
sanibel island,0.56,246000,-,201000,1.91,-,-,-,246000,201000,201000,301000,301000,301000,165000,165000,135000,135000,165000,201000
quality inn,0.35,673000,-,368000,0.42,-,-,-,550000,450000,368000,450000,368000,368000,301000,301000,368000,368000,450000,550000
hilton head,0.36,1220000,-,1000000,2.3,-,-,-,1500000,1220000,1220000,1500000,1000000,1000000,673000,673000,823000,823000,1000000,1500000
playa del carmen,0.46,1220000,-,301000,1.7,-,-,-,301000,301000,301000,368000,368000,450000,301000,368000,246000,246000,301000,301000
gaylord texan,0.37,90500,-,90500,0.43,-,-,-,110000,74000,49500,60500,49500,74000,246000,165000,74000,60500,60500,60500
key west hotels,0.86,201000,-,165000,2.69,-,-,-,201000,165000,165000,201000,246000,246000,165000,135000,135000,135000,135000,165000
halloween horror nights,0.11,165000,-,135000,0.39,-,-,-,60500,33100,22200,22200,18100,22200,27100,49500,673000,550000,165000,90500
drury inn,0.35,201000,-,165000,0.6,-,-,-,-,201000,201000,246000,165000,165000,135000,135000,165000,165000,165000,201000
south padre island,0.44,301000,-,246000,1.17,-,-,-,450000,301000,246000,368000,301000,301000,165000,135000,135000,165000,246000,368000
