Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
woodbury common outlets,0.22,40500,-,18100,0.77,-,-,-,12100,14800,12100,12100,12100,12100,22200,27100,18100,18100,40500,33100
stores that have layaway,0.61,5400,-,5400,0.78,-,-,-,2400,1900,1900,2900,2400,4400,8100,14800,9900,5400,3600,2900
baybrook mall hours,0.02,880,-,880,0.23,-,-,-,590,720,720,720,480,590,2900,1000,480,590,720,480
bjs store hours,0.14,2900,-,2900,0.1,-,-,-,2400,2400,2400,2400,2900,3600,4400,5400,1900,1000,1600,1300
riverhead jail,0.2,2400,-,2400,0.17,-,-,-,2400,2400,2400,2900,2900,2900,2400,2400,2400,2400,2400,2400
oak factory outlet,0.27,1600,-,1300,0.52,-,-,-,1000,1000,1000,1300,1600,1900,1600,1600,1000,1000,1000,1300
seattle mall,0.09,49500,-,33100,1.79,-,-,-,27100,27100,27100,33100,27100,33100,49500,40500,33100,40500,40500,40500
family dollar job application,0.62,2400,-,2400,0.37,-,-,-,4400,3600,2900,3600,2400,2900,1900,2400,1600,1300,1300,1600
tangeroutlets,0.17,5400,-,4400,0.36,-,-,-,2900,3600,3600,3600,3600,2900,5400,9900,4400,3600,6600,5400
willowbrook mall stores,0.12,2900,-,2900,0.64,-,-,-,2900,2900,2900,2900,2400,2900,3600,2400,1900,1900,2400,2900
st. louis mills mall stores,0.09,880,-,880,0.32,-,-,-,880,590,590,880,880,1000,1600,880,590,480,480,590
outlets in georgia,0.22,74000,-,60500,1.09,-,-,-,60500,49500,49500,74000,60500,74000,90500,90500,60500,49500,60500,60500
game warden jobs,0.36,2900,-,2400,0.97,-,-,-,1900,2400,2400,3600,3600,4400,2900,2400,1900,2400,1900,1600
dollar stores online,0.68,12100,-,9900,0.61,-,-,-,9900,8100,6600,12100,9900,12100,12100,12100,12100,9900,9900,12100
tailgaters alley,0.06,720,-,720,0.46,-,-,-,480,390,390,390,480,590,1600,880,720,1000,720,480
bjs careers,0.32,4400,-,4400,0.29,-,-,-,4400,4400,3600,4400,2900,4400,3600,6600,4400,6600,4400,3600
bj wholesale tires,0.67,6600,-,6600,2.48,-,-,-,6600,6600,6600,6600,5400,6600,6600,6600,5400,5400,5400,4400
tsukiji ala moana,0.01,880,-,880,2.04,-,-,-,1900,1900,1300,880,590,880,880,590,480,320,480,480
ridgedale mall mn,0.1,1900,-,1600,0.55,-,-,-,1300,1600,1600,1900,1600,1900,2900,1900,1600,1600,1900,1600
dillard shoes,0.27,60500,-,60500,0.26,-,-,-,60500,74000,74000,40500,49500,90500,90500,74000,60500,49500,40500,40500
dollar general job application,0.5,1900,-,1900,0.43,-,-,-,2900,2900,1900,2400,1900,1900,1300,1600,1900,1900,1600,1300
bedding outlets,0.87,22200,-,18100,1.68,-,-,-,18100,18100,14800,18100,22200,27100,18100,18100,18100,18100,22200,22200
san mateo expo center,0.03,1600,-,1600,1.45,-,-,-,1300,1600,1600,1900,1600,1600,880,1600,1300,2400,1000,1300
st louis mills mall directory,0.06,590,-,590,0.3,-,-,-,480,390,320,390,720,880,1300,880,590,390,390,480
the dollar store locations,0.16,18100,-,14800,0.15,-,-,-,14800,14800,14800,14800,14800,14800,18100,14800,14800,12100,12100,14800
