Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
livescribe,0.45,165000,-,90500,0.98,-,-,-,60500,74000,60500,74000,74000,110000,110000,90500,74000,90500,110000,60500
htpc,0.33,550000,-,165000,0.97,-,-,-,135000,135000,135000,165000,165000,201000,165000,165000,165000,135000,135000,135000
sansa,0.35,1500000,-,550000,0.73,-,-,-,550000,550000,550000,550000,550000,673000,673000,673000,550000,550000,550000,550000
download microsoft word,0.55,1830000,-,450000,0.39,-,-,-,301000,450000,368000,450000,550000,550000,450000,550000,550000,550000,368000,301000
laptop computers,0.87,450000,-,246000,2.31,-,-,-,201000,165000,165000,246000,246000,301000,368000,368000,201000,201000,246000,246000
harman kardon,0.4,1000000,-,165000,0.56,-,-,-,135000,135000,135000,165000,165000,201000,201000,201000,165000,165000,165000,135000
microsoft downloads,0.45,2740000,-,673000,0.48,-,-,-,450000,673000,550000,673000,673000,823000,673000,823000,823000,673000,550000,550000
new xbox 360,0.24,450000,-,201000,0.87,-,-,-,165000,165000,135000,165000,165000,201000,246000,368000,246000,201000,201000,368000
hex editor,0.06,368000,-,74000,0.16,-,-,-,74000,74000,74000,74000,74000,90500,74000,74000,90500,74000,74000,74000
beats by dr dre,0.59,450000,-,165000,0.85,-,-,-,201000,201000,165000,201000,165000,201000,301000,201000,90500,74000,74000,60500
microsoft word download,0.55,1830000,-,450000,0.42,-,-,-,301000,450000,368000,450000,550000,550000,450000,550000,550000,550000,368000,301000
professor layton,0.02,1500000,-,165000,1.07,-,-,-,-,90500,110000,110000,110000,201000,201000,201000,301000,301000,90500,110000
look up phone number,0.77,1220000,-,1000000,0.69,-,-,-,1000000,1000000,823000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,823000,1000000
spy camera,0.76,1000000,-,246000,1.63,-,-,-,246000,246000,246000,246000,246000,301000,301000,301000,246000,246000,246000,246000
vga to hdmi,0.5,368000,-,90500,0.76,-,-,-,90500,90500,90500,110000,90500,110000,135000,110000,90500,90500,74000,74000
projectors,0.73,2740000,-,1220000,2.19,-,-,-,1000000,1000000,1000000,1500000,1500000,1830000,1500000,1500000,1220000,1220000,1220000,1000000
pocket tanks,0.23,165000,-,49500,0.11,-,-,-,40500,60500,49500,60500,49500,60500,60500,60500,60500,49500,40500,40500
garmin updates,0.57,301000,-,135000,0.41,-,-,-,135000,110000,90500,110000,110000,165000,165000,165000,135000,135000,165000,201000
incipio,0.21,135000,-,74000,0.57,-,-,-,74000,74000,60500,74000,74000,60500,60500,49500,49500,49500,60500,110000
duracell,0.52,550000,-,201000,0.83,-,-,-,110000,110000,110000,135000,135000,165000,450000,450000,301000,110000,110000,110000
hdmi splitter,0.9,110000,-,40500,0.96,-,-,-,40500,33100,33100,40500,40500,60500,60500,49500,40500,33100,33100,27100
