Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
chinese birth chart,0.32,110000,-,90500,0.35,-,-,-,60500,60500,60500,74000,74000,110000,90500,90500,90500,90500,110000,110000
stock photos,0.81,1000000,-,368000,8.99,-,-,-,368000,368000,368000,450000,450000,450000,368000,368000,450000,368000,368000,368000
preschool games,0.36,450000,-,368000,0.67,-,-,-,301000,301000,301000,450000,450000,450000,368000,450000,368000,301000,246000,246000
scrapbooking,0.47,2740000,-,1220000,0.82,-,-,-,1000000,1000000,1000000,1220000,1500000,1500000,1220000,1220000,1220000,1220000,1220000,1220000
healthy snacks,0.4,301000,-,246000,2.24,-,-,-,201000,246000,246000,301000,301000,368000,165000,201000,246000,201000,201000,165000
horoscopes for today,0.18,550000,-,246000,0.31,-,-,-,165000,201000,165000,201000,201000,368000,246000,246000,246000,246000,246000,201000
canon s95,0.62,450000,-,135000,0.78,-,-,-,135000,135000,110000,135000,135000,165000,246000,246000,201000,110000,49500,1900
pillow pet,0.54,301000,-,301000,0.61,-,-,-,135000,135000,201000,201000,201000,246000,823000,550000,246000,201000,246000,165000
campbells recipes,0.34,165000,-,110000,0.33,-,-,-,74000,90500,110000,110000,135000,201000,135000,201000,135000,110000,74000,90500
military surplus,0.48,550000,-,368000,0.43,-,-,-,368000,368000,368000,450000,368000,450000,450000,368000,450000,368000,368000,301000
dog games,0.42,823000,-,301000,0.37,-,-,-,301000,301000,301000,301000,301000,301000,301000,301000,246000,201000,246000,301000
mario games online,0.19,550000,-,246000,0.21,-,-,-,246000,246000,246000,301000,246000,301000,301000,246000,201000,165000,201000,246000
aquarium,0.34,11100000,-,4090000,0.7,-,-,-,5000000,4090000,4090000,5000000,5000000,5000000,4090000,3350000,3350000,4090000,4090000,5000000
yahtzee,0.23,450000,-,165000,0.38,-,-,-,165000,165000,165000,165000,201000,201000,246000,201000,165000,165000,165000,165000
dogs for sale,0.58,1500000,-,673000,0.61,-,-,-,550000,550000,550000,673000,823000,823000,673000,673000,550000,550000,550000,550000
family fued,0.33,1000000,-,823000,0.24,-,-,-,550000,550000,550000,823000,823000,1000000,1000000,1000000,823000,673000,823000,823000
board games,0.26,2240000,-,1000000,0.57,-,-,-,823000,823000,823000,1000000,1000000,1000000,1500000,1220000,823000,823000,673000,673000
baby einstein,0.4,368000,-,165000,0.44,-,-,-,165000,165000,165000,201000,165000,201000,201000,201000,165000,165000,165000,165000
xbox 360 kinect,0.67,673000,-,201000,1.37,-,-,-,90500,74000,90500,110000,135000,246000,823000,823000,90500,49500,49500,60500
christmas coloring pages,0.03,201000,-,135000,0.44,-,-,-,5400,4400,5400,14800,14800,22200,1220000,368000,33100,12100,6600,5400
majong,0.15,550000,-,90500,0.35,-,-,-,60500,74000,74000,74000,74000,90500,90500,90500,90500,90500,110000,135000
transformers games,0.36,550000,-,165000,0.43,-,-,-,301000,165000,135000,165000,135000,165000,165000,165000,135000,135000,165000,165000
flip camera,0.59,301000,-,201000,1.15,-,-,-,165000,165000,201000,201000,165000,201000,450000,368000,165000,135000,135000,135000
adopt a pet,0.49,301000,-,201000,0.93,-,-,-,201000,165000,201000,201000,201000,246000,201000,201000,165000,165000,165000,165000
little tikes,0.63,673000,-,368000,0.46,-,-,-,368000,368000,368000,368000,246000,246000,450000,550000,301000,301000,301000,368000
army surplus,0.47,550000,-,368000,0.39,-,-,-,301000,301000,301000,368000,368000,368000,450000,368000,450000,368000,301000,301000
embroidery,0.56,2740000,-,1220000,1.25,-,-,-,1220000,1220000,1220000,1500000,1500000,1500000,1500000,1500000,1500000,1220000,1220000,1220000
sewing patterns,0.4,673000,-,368000,0.27,-,-,-,368000,368000,301000,450000,368000,450000,368000,368000,450000,368000,301000,301000
christmas cookies,0.2,301000,-,201000,1.03,-,-,-,9900,8100,8100,14800,18100,33100,1830000,450000,74000,27100,14800,9900
pokemon cards,0.44,550000,-,301000,0.28,-,-,-,450000,450000,368000,368000,301000,246000,246000,246000,246000,246000,246000,246000
female dog names,0.28,201000,-,135000,0.15,-,-,-,165000,135000,135000,165000,135000,165000,165000,135000,135000,110000,110000,110000
easy recipes,0.28,3350000,-,2240000,0.85,-,-,-,2240000,2240000,1830000,2240000,2240000,2740000,3350000,2740000,2240000,2240000,1830000,1830000
rc helicopter,0.88,1000000,-,368000,1.02,-,-,-,246000,246000,246000,368000,368000,550000,823000,450000,246000,246000,246000,201000
digital camera,0.65,6120000,-,2240000,1.06,-,-,-,1830000,1830000,1500000,1830000,1830000,2240000,3350000,3350000,2240000,2240000,2240000,2240000
science projects,0.43,1830000,-,1220000,0.65,-,-,-,246000,1000000,1220000,1500000,1830000,2740000,1220000,1830000,1500000,1500000,450000,165000
pet insurance,0.74,550000,-,165000,4.73,-,-,-,165000,165000,165000,201000,165000,201000,165000,165000,165000,165000,165000,165000
gerber knives,0.54,110000,-,74000,0.4,-,-,-,74000,74000,74000,90500,90500,90500,110000,90500,74000,74000,74000,60500
online scrabble,0.37,550000,-,301000,0.58,-,-,-,246000,301000,301000,368000,301000,368000,301000,301000,246000,246000,301000,301000
movie posters,0.39,673000,-,368000,0.72,-,-,-,301000,368000,301000,368000,368000,450000,368000,368000,368000,368000,301000,301000
monster high dolls,0.42,110000,-,74000,0.6,-,-,-,74000,60500,74000,60500,60500,74000,165000,201000,74000,49500,49500,14800
recipes for chicken,0.15,6120000,-,4090000,0.71,-,-,-,3350000,3350000,3350000,4090000,5000000,6120000,4090000,4090000,4090000,3350000,3350000,2740000
funbrain games,0.21,90500,-,74000,0.21,-,-,-,90500,110000,110000,135000,90500,74000,60500,74000,60500,49500,27100,22200
