Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
fundraising,0.59,1500000,-,1000000,3,-,-,-,823000,823000,823000,1220000,1220000,1220000,823000,1000000,1220000,1220000,1000000,823000
homework help,0.62,201000,-,135000,1.47,-,-,-,60500,110000,110000,165000,165000,165000,110000,165000,165000,201000,90500,49500
catholic bible,0.32,165000,-,135000,0.72,-,-,-,90500,110000,135000,165000,135000,135000,110000,135000,135000,135000,110000,90500
baptism invitations,1,110000,-,49500,2.6,-,-,-,49500,49500,49500,60500,49500,49500,27100,33100,49500,49500,60500,49500
maclaren stroller,0.81,110000,-,60500,0.78,-,-,-,60500,60500,49500,60500,60500,60500,49500,60500,60500,74000,74000,74000
summer camps,0.53,1830000,-,1500000,2.46,-,-,-,2740000,2740000,2240000,2740000,1830000,1500000,673000,450000,368000,368000,450000,1000000
math facts,0.23,135000,-,110000,0.28,-,-,-,74000,110000,110000,135000,135000,165000,90500,165000,165000,165000,90500,40500
bumbo,0.45,165000,-,60500,0.38,-,-,-,60500,60500,60500,60500,60500,60500,60500,60500,49500,49500,49500,49500
chinese gender predictor,0.32,74000,-,40500,0.72,-,-,-,40500,40500,40500,49500,40500,49500,33100,33100,40500,33100,40500,40500
501c3,0.47,165000,-,165000,3.17,-,-,-,165000,165000,165000,246000,201000,201000,135000,165000,165000,165000,135000,135000
toddler bed,0.8,301000,-,246000,0.87,-,-,-,246000,201000,201000,246000,246000,301000,246000,246000,246000,246000,246000,246000
babysitter,0.23,2740000,-,1220000,1.93,-,-,-,1500000,1220000,1000000,1220000,1220000,1220000,1000000,1000000,1000000,1000000,1000000,1220000
best suv,0.63,301000,-,246000,2.04,-,-,-,246000,246000,246000,301000,301000,301000,246000,201000,201000,201000,201000,201000
stanley hotel,0.23,74000,-,49500,0.31,-,-,-,49500,40500,40500,40500,40500,40500,40500,40500,90500,40500,49500,60500
